Number,cset,alt,Choice,CL,SS,SOS,COST,SQ,Block,Q6K1,Q6K2,Q6K3,Q6K4,Q7FMRB,Q9Ct,Q9LY,Q9F,Q9AT,Q9R,Q9VB,Q9MH,Q9PP,Q10TF,Q10CH,Q10SG,Q10T,Q10AT,Q10CP,Benefit1,Benefit2,Benefit3,Gender1,Tin1,Tin2,FRB,size1,size2,AMED,Quant1,Quant2,Quant3,Quant4,Age1,Age2,Age3,Edu1,Edu2,Edu3,Q5M1,Q5M2,Q5M3,Q5M4,Q5M5,Q5M6,Q5M7,Q5M8
27,2,3,1,0,0,0,0,1,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
27,3,1,0,10,1,-1,90,0,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
27,3,2,0,5,1,1,890,0,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
27,3,3,1,0,0,0,0,1,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
27,4,1,0,10,1,1,90,0,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
27,4,2,1,5,-1,-1,890,0,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
27,4,3,0,0,0,0,0,1,4,1,0,0,0,1,7,2,6,4,3,8,5,1,1,6,2,5,3,4,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
27,1,1,1,5,-1,-1,530,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999
27,1,2,0,10,1,1,530,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999
27,1,3,0,0,0,0,0,1,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999
27,2,1,1,5,1,1,890,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999
27,2,2,0,10,-1,-1,270,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999
27,2,3,0,0,0,0,0,1,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999
27,3,1,0,10,1,-1,90,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999
27,3,2,1,5,1,1,890,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999
27,3,3,0,0,0,0,0,1,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999
27,4,1,0,10,1,1,90,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999
27,4,2,0,5,-1,-1,890,0,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999
27,4,3,1,0,0,0,0,1,4,0,0,0,0,1,5,2,8,1,6,7,3,4,3,4,2,5,1,6,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,-999,-999,-999,-999,-999,-999,-999,-999
28,1,1,0,5,1,1,530,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
28,1,2,1,10,-1,-1,530,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
28,1,3,0,0,0,0,0,1,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
28,2,1,1,10,-1,-1,270,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
28,2,2,0,5,1,1,530,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
28,2,3,0,0,0,0,0,1,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
28,3,1,0,10,-1,1,270,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
28,3,2,0,5,-1,1,530,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
28,3,3,1,0,0,0,0,1,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
28,4,1,1,5,-1,-1,530,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
28,4,2,0,10,1,-1,270,0,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
28,4,3,0,0,0,0,0,1,2,0,0,0,0,1,8,1,6,2,4,5,7,3,1,2,4,3,5,6,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
29,1,1,1,5,1,1,530,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
29,1,2,0,10,1,-1,90,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
29,1,3,0,0,0,0,0,1,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
29,2,1,0,10,1,1,270,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
29,2,2,1,5,-1,-1,890,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
29,2,3,0,0,0,0,0,1,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
29,3,1,1,10,-1,-1,890,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
29,3,2,0,5,1,1,270,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
29,3,3,0,0,0,0,0,1,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
29,4,1,0,5,1,-1,90,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
29,4,2,1,10,-1,1,890,0,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
29,4,3,0,0,0,0,0,1,1,-999,-999,-999,-999,1,8,1,7,5,2,6,3,4,1,3,2,6,4,5,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
30,1,1,1,5,1,1,530,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
30,1,2,0,10,1,-1,90,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
30,1,3,0,0,0,0,0,1,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
30,2,1,0,10,1,1,270,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
30,2,2,1,5,-1,-1,890,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
30,2,3,0,0,0,0,0,1,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
30,3,1,1,10,-1,-1,890,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
30,3,2,0,5,1,1,270,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
30,3,3,0,0,0,0,0,1,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
30,4,1,1,5,1,-1,90,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
30,4,2,0,10,-1,1,890,0,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
30,4,3,0,0,0,0,0,1,1,1,0,0,0,1,2,1,5,4,3,7,6,8,1,2,3,4,6,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999
31,1,1,1,5,-1,1,270,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
31,1,2,0,10,-1,1,90,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
31,1,3,0,0,0,0,0,1,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
31,2,1,1,10,-1,-1,890,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
31,2,2,0,5,1,-1,90,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
31,2,3,0,0,0,0,0,1,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
31,3,1,0,10,1,1,890,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
31,3,2,1,5,1,-1,90,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
31,3,3,0,0,0,0,0,1,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
31,4,1,1,5,-1,-1,90,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
31,4,2,0,10,-1,1,270,0,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
31,4,3,0,0,0,0,0,1,3,-999,-999,-999,-999,1,1,7,6,5,2,8,3,4,1,6,4,5,2,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
32,1,1,1,5,-1,1,270,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
32,1,2,0,10,-1,1,90,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
32,1,3,0,0,0,0,0,1,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
32,2,1,0,10,-1,-1,890,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
32,2,2,1,5,1,-1,90,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
32,2,3,0,0,0,0,0,1,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
32,3,1,1,10,1,1,890,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
32,3,2,0,5,1,-1,90,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
32,3,3,0,0,0,0,0,1,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
32,4,1,0,5,-1,-1,90,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
32,4,2,1,10,-1,1,270,0,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
32,4,3,0,0,0,0,0,1,3,0,0,1,0,1,1,3,8,6,2,4,7,5,3,2,1,6,4,5,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
32,1,1,0,5,1,1,530,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32,1,2,0,10,1,-1,90,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32,1,3,1,0,0,0,0,1,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32,2,1,0,10,1,1,270,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32,2,2,1,5,-1,-1,890,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32,2,3,0,0,0,0,0,1,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32,3,1,1,10,-1,-1,890,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32,3,2,0,5,1,1,270,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32,3,3,0,0,0,0,0,1,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32,4,1,0,5,1,-1,90,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32,4,2,0,10,-1,1,890,0,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
32,4,3,1,0,0,0,0,1,1,1,0,0,0,1,5,1,8,6,2,4,7,3,1,5,2,3,6,4,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
33,1,1,0,5,1,1,530,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
33,1,2,1,10,-1,-1,530,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
33,1,3,0,0,0,0,0,1,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
33,2,1,0,10,-1,-1,270,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
33,2,2,0,5,1,1,530,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
33,2,3,1,0,0,0,0,1,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
33,3,1,0,10,-1,1,270,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
33,3,2,0,5,-1,1,530,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
33,3,3,1,0,0,0,0,1,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
33,4,1,1,5,-1,-1,530,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
33,4,2,0,10,1,-1,270,0,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
33,4,3,0,0,0,0,0,1,2,1,0,0,0,1,8,1,2,3,4,7,5,6,1,6,4,3,5,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
34,1,1,1,5,1,1,530,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34,1,2,0,10,1,-1,90,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34,1,3,0,0,0,0,0,1,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34,2,1,0,10,1,1,270,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34,2,2,1,5,-1,-1,890,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34,2,3,0,0,0,0,0,1,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34,3,1,1,10,-1,-1,890,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34,3,2,0,5,1,1,270,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34,3,3,0,0,0,0,0,1,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34,4,1,0,5,1,-1,90,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34,4,2,1,10,-1,1,890,0,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
34,4,3,0,0,0,0,0,1,1,0,0,1,0,1,7,1,8,5,2,3,4,6,1,5,2,6,3,4,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
